Date,Branch,Product,Category,Quantity,Unit_Price,Total_Sales,Salesperson
2025-03-15,Mansoura,Knives,Household,8,73.22,585.76,Desiree
2025-05-22,Alexandria,Knives,Household,9,73.42,660.78,Thomas
2025-02-22,Mansoura,Soda,Beverages,3,115.09,345.27,Valerie
2025-03-02,Tanta,Bleach,Detergents,3,122.22,366.65999999999997,Barbara
2025-05-11,Mansoura,Water,Beverages,8,107.81,862.48,Brandon
2025-06-13,Tanta,Cups,Household,5,95.49,477.45,Shelley
2025-04-05,Alexandria,Beef,Food,9,21.85,196.65,Anne
2025-05-05,Alexandria,Tissue,Detergents,1,147.08,147.08,Katherine
2025-02-25,Cairo,Water,Beverages,4,138.79,555.16,Scott
2025-03-02,Alexandria,Bleach,Detergents,5,70.42,352.1,Stephanie
2025-01-13,Alexandria,Cheese,Food,4,79.19,316.76,Ernest
2025-03-20,Alexandria,Tissue,Detergents,9,140.81,1267.29,Nicholas
2025-02-14,Tanta,Rice,Food,5,54.24,271.2,William
2025-06-26,Alexandria,Beef,Food,4,20.98,83.92,Connie
2025-04-01,Cairo,Chicken,Food,1,62.91,62.91,Carlos
2025-05-12,Mansoura,Tissue,Detergents,4,81.0,324.0,Beth
2025-05-31,Tanta,Shampoo,Detergents,1,106.41,106.41,Thomas
2025-02-02,Tanta,Bleach,Detergents,5,53.32,266.6,Christian
2025-01-08,Alexandria,Towels,Household,9,95.15,856.35,Grace
2025-02-11,Mansoura,Towels,Household,5,74.18,370.90000000000003,Thomas
2025-06-06,Mansoura,Tea,Beverages,6,80.77,484.62,Gregory
2025-06-18,Tanta,Tea,Beverages,6,37.31,223.86,James
2025-04-01,Cairo,Tissue,Detergents,4,113.87,455.48,Brandon
2025-01-02,Cairo,Pasta,Food,1,102.45,102.45,Erin
2025-02-09,Cairo,Soap,Detergents,9,41.81,376.29,Yesenia
2025-05-29,Mansoura,Knives,Household,7,128.58,900.0600000000001,Daniel
2025-03-20,Mansoura,Plates,Household,2,65.34,130.68,Alison
2025-01-06,Cairo,Towels,Household,3,98.98,296.94,Christine
2025-01-27,Cairo,Bleach,Detergents,3,124.95,374.85,Christine
2025-06-02,Mansoura,Beef,Food,7,99.75,698.25,Kevin
2025-06-09,Tanta,Knives,Household,4,95.17,380.68,Nicholas
2025-04-12,Alexandria,Shampoo,Detergents,3,83.17,249.51,Jeremy
2025-04-01,Tanta,Tissue,Detergents,4,40.39,161.56,Suzanne
2025-06-07,Tanta,Towels,Household,1,108.21,108.21,Brandi
2025-03-15,Cairo,Chicken,Food,9,135.74,1221.66,Shannon
2025-05-10,Cairo,Beef,Food,3,91.88,275.64,Kristin
2025-04-21,Cairo,Bleach,Detergents,4,145.0,580.0,Kim
2025-01-07,Alexandria,Chicken,Food,4,12.35,49.4,Penny
2025-05-31,Cairo,Cups,Household,6,49.98,299.88,Jay
2025-04-22,Cairo,Plates,Household,6,29.6,177.60000000000002,Christopher
2025-03-22,Alexandria,Water,Beverages,1,77.42,77.42,Shari
2025-02-03,Tanta,Cheese,Food,8,48.0,384.0,Darlene
2025-02-17,Tanta,Knives,Household,5,121.62,608.1,Michael
2025-05-14,Alexandria,Beef,Food,8,41.33,330.64,Raymond
2025-05-06,Cairo,Soap,Detergents,3,58.31,174.93,Stephanie
2025-03-01,Cairo,Bleach,Detergents,4,72.54,290.16,Michael
2025-01-28,Tanta,Bleach,Detergents,7,21.52,150.64,Jennifer
2025-05-23,Cairo,Cups,Household,3,112.46,337.38,Dylan
2025-06-05,Cairo,Chicken,Food,5,52.89,264.45,Glenn
2025-06-07,Tanta,Juice,Beverages,9,91.73,825.57,Gerald
2025-01-27,Mansoura,Towels,Household,2,114.68,229.36,Nicole
2025-04-29,Alexandria,Knives,Household,9,44.79,403.11,Ryan
2025-04-23,Alexandria,Beef,Food,9,37.87,340.83,Kelly
2025-01-07,Cairo,Plates,Household,6,24.62,147.72,Jennifer
2025-03-22,Cairo,Cheese,Food,6,90.26,541.5600000000001,Patrick
2025-06-27,Cairo,Rice,Food,3,85.95,257.85,Darlene
2025-01-06,Mansoura,Plates,Household,6,119.93,719.58,Tyler
2025-06-10,Cairo,Towels,Household,4,33.58,134.32,Keith
2025-06-08,Cairo,Water,Beverages,3,11.97,35.910000000000004,Allison
2025-06-10,Alexandria,Cheese,Food,1,57.4,57.4,Michelle
2025-03-27,Cairo,Towels,Household,6,108.5,651.0,Melissa
2025-04-22,Cairo,Towels,Household,1,51.61,51.61,Daniel
2025-06-20,Alexandria,Soap,Detergents,3,45.07,135.21,Frank
2025-04-27,Alexandria,Cups,Household,6,90.38,542.28,Karina
2025-02-01,Tanta,Bleach,Detergents,1,149.14,149.14,Michael
2025-06-08,Tanta,Pasta,Food,6,31.21,187.26,Alexandra
2024-12-29,Tanta,Soda,Beverages,7,44.47,311.28999999999996,Matthew
2025-01-26,Tanta,Pasta,Food,1,119.74,119.74,Denise
2025-03-05,Mansoura,Pasta,Food,7,130.9,916.3000000000001,Jessica
2025-04-04,Alexandria,Water,Beverages,1,132.33,132.33,Katherine
2025-01-24,Tanta,Tea,Beverages,8,142.12,1136.96,Robert
2025-01-15,Tanta,Chicken,Food,6,107.86,647.16,Justin
2025-01-24,Mansoura,Water,Beverages,4,121.51,486.04,John
2025-04-19,Mansoura,Juice,Beverages,3,104.29,312.87,Steven
2025-01-02,Cairo,Water,Beverages,7,128.45,899.1499999999999,Juan
2025-02-26,Alexandria,Tea,Beverages,6,55.64,333.84000000000003,Brenda
2025-04-12,Mansoura,Plates,Household,5,102.79,513.95,Jeffrey
2025-01-27,Mansoura,Soap,Detergents,7,105.33,737.31,Cassandra
2025-02-12,Cairo,Tissue,Detergents,7,12.65,88.55,Bruce
2025-01-16,Mansoura,Bleach,Detergents,2,146.22,292.44,Michael
2025-02-16,Alexandria,Pasta,Food,4,78.1,312.4,Sarah
2025-02-07,Mansoura,Bleach,Detergents,4,76.96,307.84,Jessica
2025-06-04,Alexandria,Beef,Food,2,75.4,150.8,Victoria
2025-05-27,Alexandria,Tissue,Detergents,3,119.03,357.09000000000003,Pamela
2025-01-22,Alexandria,Rice,Food,5,21.18,105.9,Stacy
2025-05-11,Alexandria,Knives,Household,8,23.43,187.44,Sara
2025-02-18,Cairo,Towels,Household,5,16.8,84.0,Lynn
2025-03-23,Cairo,Shampoo,Detergents,1,37.13,37.13,Robert
2025-03-20,Alexandria,Soap,Detergents,7,112.19,785.3299999999999,Gabriela
2025-06-14,Alexandria,Shampoo,Detergents,4,122.9,491.6,Adam
2025-02-21,Tanta,Tea,Beverages,3,29.2,87.6,Kristina
2025-01-07,Tanta,Chicken,Food,7,104.96,734.7199999999999,Joel
2025-01-29,Mansoura,Soap,Detergents,5,79.58,397.9,Matthew
2025-04-14,Cairo,Beef,Food,2,83.71,167.42,Stephen
2025-03-02,Cairo,Tissue,Detergents,6,102.88,617.28,Kimberly
2025-04-06,Tanta,Soda,Beverages,2,40.91,81.82,Jay
2025-05-15,Cairo,Cheese,Food,2,17.16,34.32,Nathan
2025-03-14,Cairo,Soap,Detergents,3,103.98,311.94,Cristina
2025-06-27,Mansoura,Cups,Household,3,47.54,142.62,Elizabeth
2025-02-11,Alexandria,Bleach,Detergents,2,120.07,240.14,Jeffrey
2025-04-07,Alexandria,Shampoo,Detergents,9,11.32,101.88,William
2025-02-12,Mansoura,Plates,Household,5,75.58,377.9,Mario
2025-06-21,Cairo,Soap,Detergents,4,79.73,318.92,Sean
2025-03-09,Alexandria,Cheese,Food,8,75.64,605.12,Nicholas
2025-03-01,Mansoura,Soda,Beverages,5,16.46,82.30000000000001,Melissa
2025-05-11,Mansoura,Cups,Household,3,47.46,142.38,Caitlin
2025-06-23,Mansoura,Soap,Detergents,9,114.46,1030.1399999999999,Cynthia
2025-02-13,Mansoura,Bleach,Detergents,4,109.87,439.48,Brian
2025-01-03,Alexandria,Cups,Household,9,61.55,553.9499999999999,Dawn
2025-06-04,Mansoura,Soda,Beverages,8,75.61,604.88,Jonathan
2025-01-28,Tanta,Plates,Household,3,82.24,246.71999999999997,Michael
2025-01-05,Cairo,Beef,Food,2,31.37,62.74,Carla
2025-02-23,Cairo,Water,Beverages,5,35.09,175.45000000000002,Rebecca
2025-03-04,Cairo,Towels,Household,8,97.03,776.24,Jennifer
2025-01-14,Mansoura,Towels,Household,1,58.84,58.84,Tamara
2025-01-08,Mansoura,Plates,Household,2,29.98,59.96,Christopher
2025-06-28,Alexandria,Tea,Beverages,8,122.81,982.48,Bobby
2025-05-21,Mansoura,Beef,Food,3,106.53,319.59000000000003,Allison
2025-04-22,Alexandria,Beef,Food,3,64.95,194.85000000000002,Lisa
2025-06-05,Mansoura,Tissue,Detergents,1,101.17,101.17,Chad
2025-04-29,Cairo,Pasta,Food,3,15.29,45.87,Corey
2025-03-19,Tanta,Knives,Household,3,24.21,72.63,Frank
2025-06-06,Mansoura,Plates,Household,6,120.32,721.92,Shannon
2025-03-10,Alexandria,Pasta,Food,3,54.83,164.49,Benjamin
2025-04-04,Alexandria,Juice,Beverages,1,75.2,75.2,Matthew
2025-04-03,Mansoura,Knives,Household,7,145.88,1021.16,Stephen
2025-04-15,Alexandria,Towels,Household,8,63.54,508.32,Jessica
2025-01-12,Mansoura,Tea,Beverages,2,114.29,228.58,Wayne
2025-01-31,Tanta,Tissue,Detergents,5,70.79,353.95000000000005,Courtney
2025-01-12,Tanta,Tea,Beverages,2,95.04,190.08,Angela
2025-03-12,Cairo,Knives,Household,5,44.46,222.3,Amanda
2025-06-24,Tanta,Beef,Food,2,58.1,116.2,Rachel
2025-01-02,Alexandria,Bleach,Detergents,8,78.47,627.76,Jeffrey
2025-06-20,Alexandria,Towels,Household,2,89.75,179.5,Cynthia
2025-01-27,Alexandria,Juice,Beverages,5,14.73,73.65,Samantha
2025-01-20,Tanta,Tea,Beverages,6,136.73,820.3799999999999,Amber
2025-02-09,Alexandria,Knives,Household,9,57.21,514.89,Amanda
2025-05-16,Cairo,Bleach,Detergents,8,75.73,605.84,Joseph
2025-04-17,Alexandria,Bleach,Detergents,6,128.01,768.06,Douglas
2025-02-05,Alexandria,Juice,Beverages,6,144.21,865.26,Heidi
2025-05-02,Cairo,Plates,Household,3,147.38,442.14,Kristina
2025-06-12,Cairo,Rice,Food,2,14.57,29.14,Alison
2025-05-24,Mansoura,Towels,Household,7,13.24,92.68,Jason
2025-03-15,Cairo,Knives,Household,8,148.05,1184.4,Melanie
2025-01-01,Tanta,Cheese,Food,2,108.69,217.38,Debbie
2025-02-14,Alexandria,Soap,Detergents,6,32.16,192.95999999999998,Kendra
2025-05-02,Tanta,Soda,Beverages,5,32.0,160.0,Jonathan
2025-04-29,Cairo,Tissue,Detergents,9,132.82,1195.3799999999999,Tammy
2025-02-20,Cairo,Plates,Household,3,103.13,309.39,Danielle
2025-04-24,Alexandria,Plates,Household,4,93.27,373.08,Juan
2025-01-03,Alexandria,Soap,Detergents,6,44.32,265.92,Timothy
2025-06-28,Alexandria,Knives,Household,2,18.99,37.98,Vanessa
2025-06-01,Alexandria,Pasta,Food,3,147.37,442.11,Amanda
2025-01-02,Tanta,Coffee,Beverages,4,64.61,258.44,Brandon
2025-02-03,Cairo,Tissue,Detergents,8,130.5,1044.0,Wanda
2025-01-14,Cairo,Juice,Beverages,5,141.73,708.65,Cody
2025-02-06,Alexandria,Soda,Beverages,1,71.22,71.22,Nancy
2025-03-24,Mansoura,Soda,Beverages,3,126.81,380.43,Jessica
2025-02-13,Mansoura,Juice,Beverages,4,47.78,191.12,Kimberly
2025-05-13,Cairo,Cheese,Food,4,116.55,466.2,Tracy
2025-02-07,Tanta,Tissue,Detergents,2,43.05,86.1,Barbara
2025-03-02,Tanta,Towels,Household,1,105.53,105.53,Julie
2025-06-06,Tanta,Rice,Food,6,129.02,774.1200000000001,James
2025-05-14,Cairo,Water,Beverages,3,104.49,313.46999999999997,Cheryl
2025-06-12,Alexandria,Bleach,Detergents,5,129.08,645.4000000000001,Kelly
2025-04-02,Tanta,Water,Beverages,3,16.1,48.300000000000004,Matthew
2024-12-31,Alexandria,Shampoo,Detergents,9,40.66,365.93999999999994,Antonio
2025-04-12,Alexandria,Pasta,Food,2,144.1,288.2,Angela
2025-04-06,Mansoura,Beef,Food,8,143.91,1151.28,Linda
2025-02-15,Tanta,Plates,Household,4,130.44,521.76,Jamie
2025-02-03,Alexandria,Plates,Household,7,11.78,82.46,Melissa
2025-01-10,Mansoura,Tissue,Detergents,5,106.07,530.3499999999999,Bobby
2025-03-27,Cairo,Pasta,Food,3,135.64,406.91999999999996,Matthew
2025-01-27,Mansoura,Bleach,Detergents,9,120.52,1084.68,Rachael
2025-01-21,Tanta,Juice,Beverages,9,66.89,602.01,Lauren
2025-02-10,Alexandria,Plates,Household,5,88.72,443.6,Virginia
2025-06-06,Tanta,Shampoo,Detergents,2,74.84,149.68,Jesse
2025-04-04,Cairo,Coffee,Beverages,8,31.62,252.96,Erin
2025-02-25,Tanta,Coffee,Beverages,7,109.81,768.6700000000001,Melissa
2025-06-25,Tanta,Pasta,Food,4,68.71,274.84,Matthew
2025-06-08,Mansoura,Chicken,Food,4,141.71,566.84,Dawn
2025-04-01,Cairo,Beef,Food,9,46.64,419.76,David
2025-05-20,Mansoura,Chicken,Food,5,28.22,141.1,Robert
2025-04-26,Mansoura,Tissue,Detergents,9,28.73,258.57,Mckenzie
2025-01-19,Alexandria,Knives,Household,1,28.35,28.35,Brent
2025-01-14,Mansoura,Cheese,Food,9,37.17,334.53000000000003,Lori
2025-01-12,Alexandria,Rice,Food,5,69.69,348.45,Jennifer
2025-01-06,Mansoura,Soda,Beverages,8,149.25,1194.0,Helen
2025-02-07,Mansoura,Rice,Food,8,114.56,916.48,Eric
2025-04-20,Cairo,Shampoo,Detergents,3,71.48,214.44,Julia
2025-05-24,Tanta,Tea,Beverages,9,46.88,421.92,Mark
2025-01-29,Mansoura,Juice,Beverages,7,19.33,135.31,Rodney
2025-06-11,Alexandria,Coffee,Beverages,8,121.44,971.52,Melinda
2025-06-23,Mansoura,Tissue,Detergents,8,141.51,1132.08,Kenneth
2025-04-11,Mansoura,Pasta,Food,8,110.05,880.4,Andre
2025-02-12,Tanta,Coffee,Beverages,7,121.22,848.54,Brad
2025-06-19,Cairo,Shampoo,Detergents,5,56.76,283.8,Wesley
2025-01-11,Tanta,Rice,Food,3,68.55,205.64999999999998,John
2025-06-07,Alexandria,Plates,Household,4,144.27,577.08,Kristen
2025-02-25,Cairo,Cheese,Food,3,67.44,202.32,Robyn
2025-03-20,Alexandria,Pasta,Food,9,65.96,593.64,Benjamin
2025-04-25,Tanta,Water,Beverages,8,97.06,776.48,Nicole
2025-05-14,Tanta,Shampoo,Detergents,5,85.49,427.45,Jennifer
2025-01-18,Tanta,Coffee,Beverages,2,69.02,138.04,Sandra
2025-06-27,Tanta,Plates,Household,2,119.06,238.12,Donald
2025-03-07,Mansoura,Coffee,Beverages,6,68.37,410.22,Dylan
2025-05-21,Alexandria,Rice,Food,4,27.58,110.32,Dennis
2025-03-20,Alexandria,Towels,Household,7,116.99,818.93,Heather
2025-06-18,Tanta,Tissue,Detergents,3,69.16,207.48,Daniel
2025-04-04,Tanta,Shampoo,Detergents,6,39.13,234.78000000000003,Jackie
2025-05-24,Alexandria,Towels,Household,6,108.73,652.38,Kevin
2025-06-11,Tanta,Soda,Beverages,4,59.13,236.52,Angelica
2024-12-31,Alexandria,Towels,Household,7,10.29,72.03,Chad
2025-05-12,Tanta,Cups,Household,6,104.95,629.7,Erika
2025-01-16,Mansoura,Soda,Beverages,9,89.34,804.0600000000001,Bradley
2025-04-24,Tanta,Soap,Detergents,4,134.87,539.48,Timothy
2025-04-18,Tanta,Plates,Household,6,120.71,724.26,Danielle
2025-02-25,Alexandria,Beef,Food,8,57.67,461.36,Pamela
2025-02-07,Alexandria,Bleach,Detergents,4,125.92,503.68,Stanley
2025-06-27,Mansoura,Soap,Detergents,7,92.53,647.71,Amanda
2025-03-06,Alexandria,Tea,Beverages,8,63.02,504.16,Christopher
2025-04-14,Alexandria,Chicken,Food,1,90.47,90.47,Karen
2025-03-15,Cairo,Juice,Beverages,3,145.82,437.46,Lauren
2025-03-19,Tanta,Knives,Household,5,53.76,268.8,Melissa
2025-03-10,Alexandria,Cheese,Food,8,140.8,1126.4,April
2025-02-08,Tanta,Bleach,Detergents,3,102.5,307.5,Corey
2025-01-20,Alexandria,Tea,Beverages,3,45.26,135.78,Jaime
2025-02-04,Alexandria,Beef,Food,1,118.12,118.12,Matthew
2025-01-03,Alexandria,Shampoo,Detergents,2,67.91,135.82,Edward
2025-01-23,Cairo,Bleach,Detergents,3,104.83,314.49,Lori
2025-06-14,Mansoura,Soap,Detergents,4,69.17,276.68,Bruce
2025-05-27,Cairo,Bleach,Detergents,7,43.2,302.40000000000003,Tracy
2025-04-08,Alexandria,Cups,Household,5,104.94,524.7,Tanya
2025-03-26,Mansoura,Towels,Household,3,19.45,58.349999999999994,Jacqueline
2025-06-21,Cairo,Beef,Food,7,43.13,301.91,Melissa
2025-06-07,Tanta,Plates,Household,7,104.27,729.89,Amanda
2025-02-05,Mansoura,Water,Beverages,5,15.73,78.65,Timothy
2025-02-05,Tanta,Towels,Household,7,87.15,610.0500000000001,Melanie
2025-06-05,Tanta,Juice,Beverages,3,33.43,100.28999999999999,Paul
2025-03-03,Mansoura,Soap,Detergents,1,23.15,23.15,Charles
2025-05-07,Tanta,Towels,Household,2,72.55,145.1,Caleb
2025-03-06,Mansoura,Shampoo,Detergents,3,59.96,179.88,Jack
2025-03-01,Mansoura,Pasta,Food,9,132.27,1190.43,Yolanda
2025-06-09,Alexandria,Tissue,Detergents,9,37.78,340.02,Brandon
2025-03-21,Tanta,Tissue,Detergents,3,94.73,284.19,Alexandra
2025-01-14,Mansoura,Shampoo,Detergents,9,67.07,603.6299999999999,Patricia
2025-02-21,Cairo,Soap,Detergents,5,61.81,309.05,Jonathan
2025-04-24,Alexandria,Knives,Household,5,30.83,154.14999999999998,Debra
2025-04-20,Tanta,Bleach,Detergents,5,86.84,434.20000000000005,Michael
2025-04-29,Cairo,Shampoo,Detergents,6,32.85,197.10000000000002,John
2025-05-31,Alexandria,Water,Beverages,5,74.53,372.65,David
2025-04-03,Mansoura,Beef,Food,7,113.39,793.73,Sarah
2025-02-12,Alexandria,Towels,Household,6,121.92,731.52,Anna
2025-04-02,Alexandria,Pasta,Food,9,97.41,876.6899999999999,Melanie
2025-04-13,Cairo,Cups,Household,1,133.44,133.44,Mercedes
2025-01-02,Alexandria,Plates,Household,4,77.62,310.48,Timothy
2025-04-25,Alexandria,Coffee,Beverages,3,130.44,391.32,Andrew
2025-06-03,Cairo,Pasta,Food,7,116.87,818.09,Emma
2025-06-11,Alexandria,Pasta,Food,5,46.58,232.89999999999998,Shannon
2025-06-28,Mansoura,Cups,Household,4,18.19,72.76,Daniel
2025-01-02,Tanta,Juice,Beverages,8,23.67,189.36,Kimberly
2025-05-21,Cairo,Cups,Household,3,107.83,323.49,Katherine
2025-04-12,Tanta,Juice,Beverages,1,51.23,51.23,John
2025-02-25,Cairo,Cups,Household,8,41.37,330.96,Christy
2024-12-31,Cairo,Knives,Household,4,34.47,137.88,Allen
2025-06-25,Tanta,Soap,Detergents,7,102.53,717.71,John
2025-03-03,Tanta,Cheese,Food,1,119.49,119.49,Shane
2025-01-03,Tanta,Chicken,Food,9,131.22,1180.98,Chris
2025-06-19,Mansoura,Knives,Household,6,120.11,720.66,Edward
2025-04-12,Cairo,Tissue,Detergents,8,35.94,287.52,Robert
2024-12-29,Alexandria,Coffee,Beverages,3,42.73,128.19,Patrick
2025-04-05,Alexandria,Soap,Detergents,8,83.04,664.32,Bryan
2025-02-24,Mansoura,Shampoo,Detergents,4,40.88,163.52,Valerie
2025-01-16,Mansoura,Rice,Food,8,51.58,412.64,Jill
2025-03-03,Mansoura,Towels,Household,2,65.21,130.42,Kelly
2025-04-19,Alexandria,Water,Beverages,2,40.18,80.36,Christopher
2025-04-19,Cairo,Tea,Beverages,8,117.09,936.72,Alyssa
2025-02-23,Alexandria,Bleach,Detergents,8,134.01,1072.08,Frank
2025-04-07,Alexandria,Knives,Household,8,42.54,340.32,Keith
2025-01-01,Tanta,Beef,Food,8,41.0,328.0,Tyler
2025-04-09,Mansoura,Beef,Food,8,56.58,452.64,Brittany
2025-02-05,Tanta,Cups,Household,6,64.12,384.72,Lori
2024-12-28,Alexandria,Soda,Beverages,9,95.66,860.9399999999999,Jonathan
2025-06-09,Cairo,Bleach,Detergents,7,89.62,627.34,Kevin
2024-12-30,Cairo,Tea,Beverages,3,55.24,165.72,Robert
2025-01-13,Cairo,Tissue,Detergents,1,54.1,54.1,Brendan
2025-06-04,Cairo,Towels,Household,9,56.03,504.27,Timothy
2025-01-11,Alexandria,Rice,Food,5,84.84,424.20000000000005,Christine
2025-01-03,Alexandria,Shampoo,Detergents,6,100.17,601.02,Christopher
2025-06-04,Tanta,Towels,Household,5,79.16,395.79999999999995,Richard
2025-02-05,Mansoura,Plates,Household,6,125.94,755.64,Jeanne
2025-02-14,Mansoura,Plates,Household,9,88.93,800.3700000000001,Darius
2025-06-02,Mansoura,Tissue,Detergents,4,10.38,41.52,Robert
2025-03-29,Tanta,Pasta,Food,4,72.12,288.48,Robert
2025-02-15,Tanta,Tea,Beverages,2,116.87,233.74,Kristin
2025-05-12,Mansoura,Cups,Household,7,103.76,726.32,Cory
2025-02-05,Mansoura,Plates,Household,7,66.51,465.57000000000005,Stacey
2025-05-28,Alexandria,Knives,Household,4,123.38,493.52,Jasmine
2025-05-13,Alexandria,Tissue,Detergents,2,68.45,136.9,Tammy
2025-01-15,Mansoura,Juice,Beverages,8,101.28,810.24,Bryan
2025-05-22,Tanta,Cups,Household,8,110.54,884.32,Michael
2025-03-09,Alexandria,Beef,Food,5,61.71,308.55,Lauren
2025-04-27,Alexandria,Coffee,Beverages,4,62.56,250.24,Keith
2025-06-28,Cairo,Juice,Beverages,7,23.53,164.71,Heather
2025-02-24,Mansoura,Coffee,Beverages,4,11.81,47.24,Lindsay
2025-06-02,Mansoura,Soap,Detergents,5,67.57,337.84999999999997,James
2025-03-11,Alexandria,Juice,Beverages,3,52.38,157.14000000000001,Curtis
2025-05-08,Alexandria,Rice,Food,9,113.96,1025.6399999999999,Elizabeth
2025-06-22,Alexandria,Bleach,Detergents,1,71.52,71.52,Gabriella
2025-02-20,Alexandria,Chicken,Food,6,145.62,873.72,Danielle
2025-06-05,Tanta,Bleach,Detergents,4,31.41,125.64,Tanner
2025-02-16,Alexandria,Pasta,Food,6,76.71,460.26,Nicolas
2025-05-25,Tanta,Tissue,Detergents,2,22.59,45.18,James
2025-05-19,Tanta,Cups,Household,7,122.92,860.44,Zachary
2025-05-20,Mansoura,Coffee,Beverages,4,114.29,457.16,Rachel
2025-02-02,Alexandria,Shampoo,Detergents,1,121.18,121.18,Stephanie
2025-04-14,Alexandria,Tissue,Detergents,8,107.54,860.32,Catherine
2025-02-17,Alexandria,Shampoo,Detergents,3,81.35,244.04999999999998,Anita
2025-02-24,Alexandria,Tissue,Detergents,3,23.92,71.76,David
2025-01-17,Alexandria,Beef,Food,6,23.0,138.0,Virginia
2025-02-26,Mansoura,Soap,Detergents,2,17.43,34.86,Curtis
2025-01-27,Cairo,Towels,Household,1,96.4,96.4,Todd
2025-02-24,Mansoura,Soda,Beverages,6,141.82,850.92,Timothy
2025-06-25,Mansoura,Tissue,Detergents,6,47.14,282.84000000000003,Nathaniel
2025-01-07,Tanta,Coffee,Beverages,2,114.22,228.44,Krista
2025-03-08,Tanta,Water,Beverages,3,95.65,286.95000000000005,Melissa
2025-06-18,Cairo,Pasta,Food,9,35.54,319.86,Robert
2025-03-28,Alexandria,Bleach,Detergents,5,59.26,296.3,Christopher
2025-06-05,Tanta,Plates,Household,9,83.77,753.93,Sheila
2025-04-10,Alexandria,Rice,Food,1,39.91,39.91,Juan
2025-01-25,Alexandria,Tea,Beverages,8,149.64,1197.12,Cassandra
2025-02-16,Mansoura,Water,Beverages,2,124.49,248.98,Bruce
2025-05-06,Cairo,Beef,Food,3,24.99,74.97,Seth
2025-02-16,Mansoura,Juice,Beverages,2,90.13,180.26,Kristin
2025-04-24,Mansoura,Plates,Household,1,131.94,131.94,April
2025-05-31,Tanta,Cheese,Food,3,31.98,95.94,Brian
2025-02-23,Alexandria,Plates,Household,5,68.41,342.04999999999995,Kevin
2025-06-18,Cairo,Shampoo,Detergents,6,26.12,156.72,Donald
2025-06-17,Mansoura,Towels,Household,2,38.15,76.3,Haley
2025-02-05,Mansoura,Juice,Beverages,8,111.04,888.32,Dennis
2025-05-15,Cairo,Soda,Beverages,3,116.13,348.39,Jason
2025-01-11,Tanta,Knives,Household,4,82.2,328.8,Sarah
2025-05-05,Mansoura,Soap,Detergents,2,24.21,48.42,Christopher
2025-05-03,Tanta,Rice,Food,6,20.89,125.34,Karen
2025-04-16,Cairo,Tea,Beverages,4,66.1,264.4,Leslie
2025-01-01,Cairo,Plates,Household,7,60.19,421.33,Kristen
2025-02-20,Alexandria,Chicken,Food,5,100.2,501.0,Douglas
2025-06-04,Cairo,Rice,Food,4,110.96,443.84,Michael
2025-02-26,Alexandria,Tea,Beverages,6,78.51,471.06000000000006,Joseph
2025-06-01,Alexandria,Tea,Beverages,6,56.71,340.26,Benjamin
2025-05-02,Tanta,Plates,Household,1,70.95,70.95,Kim
2025-04-04,Mansoura,Towels,Household,3,123.8,371.4,Melissa
2025-02-07,Mansoura,Towels,Household,8,68.98,551.84,Tina
2025-04-05,Tanta,Rice,Food,6,11.82,70.92,Bryan
2025-03-11,Tanta,Cheese,Food,6,44.33,265.98,Paul
2025-04-19,Cairo,Tea,Beverages,1,12.1,12.1,Danielle
2025-06-09,Tanta,Bleach,Detergents,7,46.18,323.26,Mitchell
2025-02-24,Cairo,Shampoo,Detergents,4,132.51,530.04,Rebecca
2025-02-02,Cairo,Water,Beverages,3,94.24,282.71999999999997,Brendan
2025-03-10,Mansoura,Chicken,Food,3,109.3,327.9,Alexandra
2025-04-09,Alexandria,Chicken,Food,9,108.01,972.09,Nicole
2025-05-30,Mansoura,Water,Beverages,1,105.51,105.51,Cassandra
2025-01-10,Tanta,Knives,Household,3,96.36,289.08,Robert
2025-03-30,Cairo,Tea,Beverages,2,30.92,61.84,Mark
2025-02-21,Mansoura,Cups,Household,1,146.71,146.71,Courtney
2025-04-01,Alexandria,Soda,Beverages,1,123.04,123.04,Elizabeth
2025-04-05,Tanta,Water,Beverages,4,78.47,313.88,Melissa
2025-04-09,Alexandria,Plates,Household,4,114.09,456.36,Wesley
2025-05-18,Mansoura,Tea,Beverages,3,10.3,30.900000000000002,Amanda
2025-04-14,Mansoura,Knives,Household,6,118.31,709.86,Abigail
2025-02-26,Tanta,Coffee,Beverages,1,133.33,133.33,Catherine
2025-02-17,Tanta,Cups,Household,9,18.57,167.13,Michael
2025-04-16,Cairo,Rice,Food,2,35.65,71.3,Jamie
2025-05-15,Mansoura,Shampoo,Detergents,1,52.41,52.41,Steven
2025-01-27,Alexandria,Towels,Household,3,63.78,191.34,Jonathan
2025-04-16,Alexandria,Cups,Household,8,96.03,768.24,Jessica
2025-03-30,Tanta,Cups,Household,8,139.98,1119.84,Nicole
2025-02-24,Cairo,Chicken,Food,4,141.93,567.72,Martin
2025-06-07,Mansoura,Water,Beverages,8,85.21,681.68,Jesus
2025-05-28,Cairo,Cheese,Food,4,78.69,314.76,Toni
2025-06-15,Cairo,Bleach,Detergents,4,109.14,436.56,Christine
2025-05-16,Alexandria,Bleach,Detergents,9,97.17,874.53,Derek
2025-02-14,Cairo,Tissue,Detergents,3,91.24,273.71999999999997,Mark
2025-03-16,Alexandria,Tissue,Detergents,5,18.33,91.64999999999999,Melanie
